22, 2.94794 +/- 0, 0, 3, 8.25989, 8.25989, 4.68511, 4, 3.73509, 3.29628, 3, 3, 2.24694, 2, 1.10369, 
23, 2.71023 +/- 0, 0, 3, 6.5605, 6.5605, 4.45592, 4, 3.2895, 3, 3, 2.5308, 2.03841, 2, 0.444684, 
24, 2.74298 +/- 0, 0, 3, 6.9317, 6.9317, 4.35221, 4, 3.63493, 3.06868, 3, 2.56994, 2, 2, 0.39203, 
25, 2.84457 +/- 0, 0, 3, 6, 6, 4.85721, 4, 3.50934, 3.10565, 3, 2.9697, 2.03891, 2, 1, 
26, 2.93803 +/- 0, 0, 3, 6.49658, 6.49658, 4.78285, 4, 3.82706, 3.24056, 3, 3, 2.24668, 2, 1, 
27, 2.94221 +/- 0, 0, 3, 7, 7, 4.36184, 4, 3.9479, 3.34048, 3, 3, 2.27232, 2, 1, 
28, 2.76359 +/- 0, 0, 3, 7, 7, 4.90834, 4, 3.17411, 3, 3, 2.52901, 2.07508, 2, 1, 
29, 2.81891 +/- 0, 0, 3, 6.24651, 6.24651, 4.46017, 4, 3.63249, 3.12104, 3, 2.8379, 2.11664, 2, 1, 
30, 2.89312 +/- 0, 0, 3, 7, 7, 4.51788, 4, 3.68259, 3.20371, 3, 3, 2.42967, 2, 1, 
31, 2.7608 +/- 0, 0, 3, 6.37859, 6.37859, 4.46179, 3.98168, 3.26545, 3, 3, 2.71066, 2.20805, 2, 1, 
32, 2.93928 +/- 0, 0, 3, 6.95486, 6.95486, 4.44731, 4, 3.73542, 3.07422, 3, 3, 2.3411, 2, 1.57863, 
33, 2.92759 +/- 0, 0, 3, 6.18882, 6.18882, 4.35455, 4, 3.60171, 3.20848, 3, 3, 2.57209, 2, 1, 
34, 3.01108 +/- 0, 0, 3, 6.3811, 6.3811, 4.89352, 4.08269, 4, 3.39063, 3, 3, 2.48657, 2, 1, 
35, 3.13415 +/- 0, 0, 3, 6.29379, 6.29379, 5, 4.2305, 4, 3.677, 3, 3, 2.5846, 2, 1.25264, 
36, 2.99993 +/- 0, 0, 3, 6, 6, 4.66898, 4, 4, 3.19813, 3, 3, 2.65652, 2, 1.19166, 
37, 2.79169 +/- 0, 0, 3, 6, 6, 4.12852, 4, 3.46624, 3.04378, 3, 2.60201, 2.07972, 2, 1.15929, 
38, 3.00777 +/- 0, 0, 3, 7, 7, 4.61662, 4, 4, 3.36243, 3, 3, 2.54745, 2, 1.0953, 
39, 3.27622 +/- 0, 0, 3.17866, 6.24691, 6.24691, 5, 4.24798, 4, 3.61753, 3.22518, 3, 3, 2.37937, 1.97718, 
0, 0 +/- 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 0.226192 +/- 0, 0, 0, 3, 3, 1, 0.196021, 0.0384054, 0, 0, 0, 0, 0, 0, 
2, 0.332179 +/- 0, 0, 0, 3.65518, 3.65518, 1.36111, 0.509859, 0.106495, 0, 0, 0, 0, 0, 0, 
3, 0.332179 +/- 0, 0, 0, 3.65518, 3.65518, 1.36111, 0.509859, 0.106495, 0, 0, 0, 0, 0, 0, 
4, 0.476461 +/- 0, 0, 0, 4.25002, 4.25002, 2, 1, 0.295372, 0.0873065, 0, 0, 0, 0, 0, 
5, 0.65132 +/- 0, 0, 0.139167, 4.19605, 4.19605, 2, 1.3188, 1, 0.598013, 0.151881, 0, 0, 0, 0, 
6, 0.877939 +/- 0, 0, 0.681517, 5, 5, 2, 2, 1.11635, 1, 0.864243, 0.194502, 0, 0, 0, 
7, 1.14681 +/- 0, 0, 1, 5, 5, 3, 2, 1.69862, 1.25469, 1, 1, 0.15242, 0, 0, 
8, 1.39997 +/- 0, 0, 1.22039, 5.04374, 5.04374, 3, 2.20245, 2, 1.93266, 1.25278, 1, 0.736625, 0.109423, 0, 
9, 1.66402 +/- 0, 0, 1.55603, 5.12041, 5.12041, 3.21453, 3, 2.27418, 2, 1.62332, 1.12083, 1, 0.584795, 0, 
10, 1.82525 +/- 0, 0, 2, 5.91689, 5.91689, 3.09657, 3, 2.22924, 2, 2, 1.65657, 1.09589, 1, 0.0672819, 
11, 1.72224 +/- 0, 0, 1.89786, 6.54239, 6.54239, 3.4586, 2.9008, 2.18439, 2, 2, 1.18864, 1, 1, 0, 
12, 2.00008 +/- 0, 0, 2, 6.98848, 6.98848, 4, 3, 2.67379, 2.14968, 2, 2, 1.1335, 1, 0, 
13, 1.98206 +/- 0, 0, 2, 7, 7, 3.54332, 3, 2.61745, 2.08088, 2, 1.88149, 1.27231, 1, 0.0962127, 
14, 2.05017 +/- 0, 0, 2, 5.2683, 5.2683, 3.43382, 3.06319, 3, 2.25189, 2, 2, 1.4726, 1, 0, 
15, 2.12623 +/- 0, 0, 2, 5.11202, 5.11202, 4, 3, 2.93166, 2.22228, 2, 2, 1.7329, 1, 0.738322, 
16, 2.08462 +/- 0, 0, 2, 5, 5, 3.25181, 3, 2.75371, 2.21002, 2, 2, 1.78824, 1.12932, 1, 
17, 2.14221 +/- 0, 0, 2.02691, 5.80521, 5.80521, 4, 3, 3, 2.41071, 2.12148, 2, 1.71002, 1, 0.0758015, 
18, 2.18545 +/- 0, 0, 2.15664, 5.53238, 5.53238, 3.59663, 3, 3, 2.45859, 2.18635, 2, 1.85575, 1.10427, 1, 
19, 2.25437 +/- 0, 0, 2.16685, 6.26469, 6.26469, 3.96526, 3.04176, 3, 2.5228, 2.19643, 2, 2, 1.18008, 1, 
20, 2.2873 +/- 0, 0, 2.15533, 7, 7, 4, 3.12008, 3, 2.62535, 2.17617, 2, 1.83215, 1.23685, 1, 
21, 2.19493 +/- 0, 0, 2, 6.11516, 6.11516, 3.95417, 3.06867, 3, 2.45068, 2.05974, 2, 1.97717, 1.08026, 1, 
22, 2.25132 +/- 0, 0, 2.05748, 6, 6, 4, 3.2222, 3, 2.6119, 2.12837, 2, 1.65534, 1.09626, 1, 
23, 2.21631 +/- 0, 0, 2.08767, 6.70796, 6.70796, 3.95822, 3.06947, 3, 2.39267, 2.10059, 2, 1.79121, 1.09679, 1, 
24, 2.2556 +/- 0, 0, 2.0491, 6, 6, 3.84703, 3.18483, 3, 2.49613, 2.09619, 2, 2, 1.14422, 1, 
25, 2.2038 +/- 0, 0, 2.07262, 5.45496, 5.45496, 3.7586, 3.11736, 3, 2.48616, 2.13255, 2, 1.81211, 1.16789, 1, 
26, 2.21609 +/- 0, 0, 2.0532, 6, 6, 3.98885, 3.06865, 3, 2.46556, 2.07977, 2, 1.83523, 1.08743, 1, 
27, 2.26714 +/- 0, 0, 2.07906, 5.91427, 5.91427, 4, 3, 3, 2.31875, 2.10115, 2, 2, 1.27904, 1, 
28, 2.31016 +/- 0, 0, 2.09748, 6.34378, 6.34378, 4, 3.25782, 3, 2.72765, 2.15204, 2, 2, 1.18511, 1, 
29, 2.42967 +/- 0, 0, 2.21667, 7.22178, 7.22178, 4.01673, 3.46921, 3, 2.78091, 2.26029, 2, 2, 1.2745, 1, 
30, 2.08338 +/- 0, 0, 2, 5.33681, 5.33681, 3.21302, 3, 2.79228, 2.21831, 2, 2, 1.88395, 1.17027, 0.849327, 
31, 2.32291 +/- 0, 0, 2.16727, 7, 7, 3.97818, 3, 3, 2.74163, 2.25421, 2, 2, 1.49263, 1, 
32, 2.29169 +/- 0, 0, 2.08454, 5.8296, 5.8296, 3.7289, 3.21511, 3, 2.66499, 2.12573, 2, 2, 1.30876, 1, 
33, 2.21614 +/- 0, 0, 2, 6, 6, 4, 3.24262, 3, 2.262, 2, 2, 1.83306, 1.13384, 1, 
34, 2.2679 +/- 0, 0, 2.05328, 6.64974, 6.64974, 4, 3.15952, 3, 2.56239, 2.06223, 2, 1.97418, 1.33828, 1, 
35, 2.28121 +/- 0, 0, 2.10661, 6, 6, 4, 3.15664, 3, 2.52819, 2.14647, 2, 2, 1.3692, 1, 
36, 2.23632 +/- 0, 0, 2.07001, 6, 6, 4, 3.07029, 3, 2.47251, 2.08574, 2, 1.99849, 1.18649, 1, 
37, 2.29105 +/- 0, 0, 2.14241, 6.77362, 6.77362, 4, 3.14255, 3, 2.74988, 2.19489, 2, 1.85347, 1.06018, 1, 
38, 2.34613 +/- 0, 0, 2.27705, 6, 6, 4, 3.12479, 3, 2.65912, 2.2859, 2, 2, 1.2772, 1, 
39, 2.37526 +/- 0, 0, 2.25323, 5.2575, 5.2575, 4, 3.28476, 3, 2.80909, 2.34945, 2, 2, 1.41471, 1, 
0, 0 +/- 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 0 +/- 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2, 0.308734 +/- 0, 0, 0, 5.41703, 5.41703, 1, 0.310538, 0.0419623, 0, 0, 0, 0, 0, 0, 
3, 0.364289 +/- 0, 0, 0, 4, 4, 1.10068, 0.667734, 0.258028, 0.0812481, 0, 0, 0, 0, 0, 
4, 0.639637 +/- 0, 0, 0, 6, 6, 2, 1.1623, 1, 0.183276, 0, 0, 0, 0, 0, 
5, 0.818462 +/- 0, 0, 0.327909, 4.12022, 4.12022, 2.20478, 1.74777, 1.09263, 1, 0.387739, 0.0514308, 0, 0, 0, 
6, 0.891868 +/- 0, 0, 0.959057, 4.09321, 4.09321, 2.17395, 2, 1.06263, 1, 1, 0.3307, 0, 0, 0, 
7, 1.1894 +/- 0, 0, 1, 5, 5, 2.74777, 2, 1.92751, 1.247, 1, 1, 0.353245, 0, 0, 
8, 1.26035 +/- 0, 0, 1, 5.84629, 5.84629, 3, 2.06726, 1.88911, 1.29287, 1, 1, 0.512085, 0.0841048, 0, 
9, 1.56438 +/- 0, 0, 1.47976, 5.17634, 5.17634, 3, 2.41084, 2, 2, 1.5297, 1.12286, 1, 0.326998, 0, 
10, 1.46863 +/- 0, 0, 1.31756, 6.18845, 6.18845, 3, 2.25664, 2, 1.99323, 1.37091, 1.03329, 1, 0.333945, 0, 
11, 1.67727 +/- 0, 0, 1.52584, 5, 5, 3.19427, 2.67625, 2.13354, 2, 1.62954, 1.16025, 1, 1, 0, 
12, 1.71696 +/- 0, 0, 1.66363, 5.14413, 5.14413, 3.02411, 2.67128, 2, 2, 1.74648, 1.34824, 1, 1, 0.0980525, 
13, 1.76687 +/- 0, 0, 1.89241, 5.37017, 5.37017, 3.41058, 2.86678, 2.26069, 2, 1.95818, 1.38439, 1, 0.855705, 0, 
14, 1.82348 +/- 0, 0, 2, 5.25724, 5.25724, 3.29637, 3, 2.2752, 2, 2, 1.53053, 1.03234, 1, 0.0310017, 
15, 1.84834 +/- 0, 0, 2, 6.30236, 6.30236, 3.49875, 3, 2.20342, 2, 2, 1.56007, 1.08693, 1, 0.159662, 
16, 1.74182 +/- 0, 0, 2, 5, 5, 3, 3, 2.33569, 2, 2, 1.40104, 1, 1, 0, 
17, 1.97798 +/- 0, 0, 2, 5.29566, 5.29566, 3.34944, 3, 2.69473, 2.18154, 2, 2, 1.30511, 1, 0.273529, 
18, 2.00761 +/- 0, 0, 2, 5.24983, 5.24983, 3.5014, 3, 2.69977, 2.32192, 2, 2, 1.39588, 1, 0, 
19, 2.15024 +/- 0, 0, 2, 6, 6, 3.6831, 3.09772, 3, 2.39862, 2.04388, 2, 1.5709, 1.12913, 0.478543, 
20, 2.16762 +/- 0, 0, 2, 6, 6, 3.45038, 3, 2.98374, 2.45524, 2.0566, 2, 1.98652, 1.35652, 1, 
21, 2.15793 +/- 0, 0, 2, 6, 6, 4, 3.2189, 3, 2.36829, 2, 2, 1.44785, 1, 0.479695, 
22, 2.21846 +/- 0, 0, 2.2471, 6, 6, 4, 3.11159, 3, 2.50358, 2.27425, 2, 1.53207, 1, 0.144363, 
23, 2.28638 +/- 0, 0, 2.12446, 6.13088, 6.13088, 4, 3.20215, 3, 2.75237, 2.16997, 2, 2, 1.10322, 0.859029, 
24, 2.28781 +/- 0, 0, 2.27095, 6.4485, 6.4485, 3.76416, 3.06943, 3, 2.60754, 2.29866, 2, 2, 1.3844, 1, 
25, 2.4052 +/- 0, 0, 2.38433, 7, 7, 4, 3.29888, 3, 3, 2.43718, 2.05027, 2, 1.59888, 1, 
26, 2.3524 +/- 0, 0, 2.11878, 8, 8, 4, 3.27614, 3, 2.9697, 2.19792, 2, 2, 1.34762, 1, 
27, 2.33629 +/- 0, 0, 2.18034, 6, 6, 4, 3.17439, 3, 2.74757, 2.20426, 2, 2, 1.34997, 1, 
28, 2.47225 +/- 0, 0, 2.32347, 6.39784, 6.39784, 4, 3.53572, 3.14421, 3, 2.45972, 2.0188, 2, 1.43979, 1, 
29, 2.40394 +/- 0, 0, 2.47097, 5.8731, 5.8731, 4, 3.52302, 3.02883, 3, 2.50541, 2.11395, 2, 1.49833, 0.291319, 
30, 2.22108 +/- 0, 0, 2.10652, 5.44147, 5.44147, 3.85291, 3.22097, 3, 2.55782, 2.12202, 2, 1.91611, 1.05239, 0.982951, 
31, 2.40705 +/- 0, 0, 2.3218, 5.76989, 5.76989, 4, 3.39599, 3, 2.86923, 2.35297, 2.02325, 2, 1.3315, 1, 
32, 2.26903 +/- 0, 0, 2.08942, 7, 7, 4, 3.16868, 3, 2.73007, 2.16074, 2, 2, 1.24872, 0.684931, 
33, 2.43448 +/- 0, 0, 2.42057, 5, 5, 4, 3.25462, 3, 3, 2.49389, 2.08866, 2, 1.71638, 1, 
34, 2.33295 +/- 0, 0, 2.23239, 6.29974, 6.29974, 4, 3.30796, 3, 2.99305, 2.27775, 2, 2, 1.08461, 0.585712, 
35, 2.37986 +/- 0, 0, 2.23399, 6.50726, 6.50726, 4, 3.52656, 3, 2.73742, 2.30842, 2, 2, 1.49362, 1, 
36, 2.3899 +/- 0, 0, 2.399, 5.88322, 5.88322, 4, 3.43142, 3, 2.9585, 2.43849, 2.08408, 2, 1.31818, 0.885651, 
37, 2.48458 +/- 0, 0, 2.34683, 7, 7, 4, 3.4603, 3.05315, 3, 2.42357, 2, 2, 1.6265, 1, 
38, 2.41234 +/- 0, 0, 2.28688, 6, 6, 4, 3.30012, 3, 2.85165, 2.32721, 2.01576, 2, 1.7196, 1, 
39, 2.58016 +/- 0, 0, 2.54138, 6, 6, 4.04381, 3.60802, 3.12278, 3, 2.65082, 2.18088, 2, 2, 1, 
0, 0 +/- 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 0 +/- 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2, 0.30249 +/- 0, 0, 0, 4, 4, 1, 0.369783, 0.077282, 0, 0, 0, 0, 0, 0, 
3, 0.471908 +/- 0, 0, 0.0192571, 4, 4, 1.55087, 1, 0.693258, 0.109515, 0.0254498, 0, 0, 0, 0, 
4, 0.563823 +/- 0, 0, 0.0276089, 4.45181, 4.45181, 2, 1, 1, 0.27494, 0.0739908, 0, 0, 0, 0, 
5, 0.771106 +/- 0, 0, 0.289915, 5.07712, 5.07712, 2.0827, 1.28117, 1, 1, 0.330232, 0.0730046, 0, 0, 0, 
6, 0.889517 +/- 0, 0, 0.650148, 4.28808, 4.28808, 2.442, 1.77293, 1.0527, 1, 0.78998, 0.191544, 0.0195637, 0, 0, 
7, 1.13802 +/- 0, 0, 1, 5.0723, 5.0723, 3, 2.06018, 2, 1.08391, 1, 0.536711, 0.0724179, 0, 0, 
8, 1.36698 +/- 0, 0, 1, 5.45841, 5.45841, 3, 2.25684, 2, 1.438, 1, 1, 0.895272, 0.0548829, 0, 
9, 1.68541 +/- 0, 0, 1.5308, 5.3189, 5.3189, 3.35891, 2.9394, 2.18835, 2, 1.63561, 1.1096, 1, 0.527341, 0, 
10, 1.80348 +/- 0, 0, 2, 5.77974, 5.77974, 3.3243, 3, 2.41305, 2.02962, 2, 1.36198, 1, 0.884684, 0, 
11, 1.83949 +/- 0, 0, 2, 5.83288, 5.83288, 3.52133, 3, 2.43521, 2, 2, 1.38475, 1, 1, 0, 
12, 1.86946 +/- 0, 0, 2, 6.07031, 6.07031, 3.47904, 3, 2.70578, 2.183, 2, 1.45777, 1, 1, 0, 
13, 1.87391 +/- 0, 0, 2, 5.62872, 5.62872, 3.43271, 3, 2.51695, 2.03722, 2, 1.61272, 1.05931, 1, 0, 
14, 2.06701 +/- 0, 0, 2, 6, 6, 3.95129, 3, 2.90977, 2.30048, 2, 2, 1.46966, 1, 0, 
15, 2.11548 +/- 0, 0, 2, 6.58173, 6.58173, 3.71572, 3, 2.85565, 2.20546, 2, 2, 1.41947, 1, 1, 
16, 2.11882 +/- 0, 0, 2, 6.60388, 6.60388, 4, 3.10413, 3, 2.42072, 2, 2, 1.27561, 1, 0.165325, 
17, 2.21193 +/- 0, 0, 2.08732, 7.13693, 7.13693, 3.91578, 3.07757, 3, 2.55316, 2.14048, 2, 1.69329, 1.182, 0.612677, 
18, 2.18412 +/- 0, 0, 2, 7, 7, 3.78024, 3, 3, 2.34599, 2, 2, 1.79399, 1, 1, 
19, 2.26936 +/- 0, 0, 2.19576, 6.40205, 6.40205, 3.94883, 3.15475, 3, 2.68642, 2.22262, 2, 2, 1.14606, 1, 
20, 2.183 +/- 0, 0, 2, 6, 6, 4, 3.135, 3, 2.50276, 2.04614, 2, 1.56766, 1, 0.25033, 
21, 2.27087 +/- 0, 0, 2.09071, 6.20804, 6.20804, 4, 3.23582, 3, 2.53141, 2.1109, 2, 2, 1, 1, 
22, 2.31689 +/- 0, 0, 2.25221, 6, 6, 3.99865, 3.30179, 3, 3, 2.27267, 2, 2, 1.18883, 1, 
23, 2.39001 +/- 0, 0, 2.32175, 5.25159, 5.25159, 4, 3.40601, 3, 3, 2.40291, 2.08041, 2, 1.45004, 1, 
24, 2.29195 +/- 0, 0, 2.15503, 7, 7, 4, 3.23239, 3, 2.79461, 2.22424, 2, 2, 1.10755, 1, 
25, 2.50346 +/- 0, 0, 2.42673, 6.4406, 6.4406, 4, 3.88015, 3, 3, 2.52266, 2, 2, 1.23622, 1, 
26, 2.47916 +/- 0, 0, 2.39759, 6, 6, 4.11547, 3.5301, 3, 2.94277, 2.4521, 2, 2, 1.32654, 1, 
27, 2.41404 +/- 0, 0, 2.21925, 6.15688, 6.15688, 4, 3.36201, 3.07232, 3, 2.31817, 2, 2, 1.18275, 1, 
28, 2.36868 +/- 0, 0, 2.38924, 6, 6, 4, 3.48745, 3, 3, 2.42256, 2, 2, 1.16305, 1, 
29, 2.3238 +/- 0, 0, 2.26273, 5.77683, 5.77683, 4, 3.36049, 3, 3, 2.36053, 2, 1.94621, 1.19656, 1, 
30, 2.38006 +/- 0, 0, 2.33575, 6, 6, 4.10609, 3.68045, 3, 2.96839, 2.35038, 2, 2, 1.08821, 0.492997, 
31, 2.47261 +/- 0, 0, 2.33112, 5.60271, 5.60271, 4, 3.46008, 3, 3, 2.39513, 2.05425, 2, 1.65231, 1, 
32, 2.47124 +/- 0, 0, 2.52962, 6, 6, 4, 3.31647, 3, 3, 2.5954, 2.08201, 2, 1.52004, 1, 
